country,continent,year,gdp_pc,life_exp,pop,lgdp_pc,lgdp_pc_change
Swaziland ,Africa ,1997,3876.77,54.29,1054486,8.2627573,-.0047893524
Swaziland ,Africa ,2002,4128.12,43.87,1130269,8.3255777,.03532505
Swaziland ,Africa ,2007,4513.48,39.61,1133066,8.4148235,.23927021
Sweden ,Europe ,1952,8527.84,71.86,7124673,9.0510912,
Sweden ,Europe ,1957,9911.879999999999,72.48999999999999,7363802,9.2014894,
Sweden ,Europe ,1962,12329.44,73.37,7561588,9.4197454,
Sweden ,Europe ,1967,15258.3,74.16,7867931,9.6328793,.58178806
Sweden ,Europe ,1972,17832.02,74.72,8122293,9.7887506,.5872612
Sweden ,Europe ,1977,18855.73,75.44,8251648,9.8445721,.42482662
Sweden ,Europe ,1982,20667.38,76.42,8325260,9.9363117,.30343246
Sweden ,Europe ,1987,23586.93,77.19,8421403,10.068448,.27969742
Sweden ,Europe ,1992,23880.02,78.16,8718867,10.080797,.23622513
Sweden ,Europe ,1997,25266.59,79.39,8897619,10.137239,.20092678
Sweden ,Europe ,2002,29341.63,80.04000000000001,8954175,10.286762,.21831417
Sweden ,Europe ,2007,33859.75,80.88,9031088,10.429982,.34918499
Switzerland ,Europe ,1952,14734.23,69.62,4815000,9.597929,
Switzerland ,Europe ,1957,17909.49,70.56,5126000,9.7930861,
Switzerland ,Europe ,1962,20431.09,71.31999999999999,5666000,9.9248133,
Switzerland ,Europe ,1967,22966.14,72.77,6063000,10.041777,.44384766
Switzerland ,Europe ,1972,27195.11,73.78,6401400,10.210793,.41770649
Switzerland ,Europe ,1977,26982.29,75.39,6316424,10.202936,.2781229
Switzerland ,Europe ,1982,28397.72,76.20999999999999,6468126,10.254065,.2122879
Switzerland ,Europe ,1987,30281.7,77.41,6649942,10.318299,.10750675
Switzerland ,Europe ,1992,31871.53,78.03,6995447,10.369469,.16653252
Switzerland ,Europe ,1997,32135.32,79.37,7193761,10.377711,.12364674
Switzerland ,Europe ,2002,34480.96,80.62,7361757,10.448163,.12986374
Switzerland ,Europe ,2007,37506.42,81.7,7554661,10.532268,.16279888
Syria ,Asia ,1952,1643.49,45.88,3661549,7.4045773,
Syria ,Asia ,1957,2117.23,48.28,4149908,7.6578641,
Syria ,Asia ,1962,2193.04,50.31,4834621,7.6930442,
Syria ,Asia ,1967,1881.92,53.66,5680812,7.5400476,.13547039
Syria ,Asia ,1972,2571.42,57.3,6701172,7.8522134,.19434929
Syria ,Asia ,1977,3195.48,61.2,7932503,8.0694923,.37644815
Syria ,Asia ,1982,3761.84,64.59,9410494,8.2326632,.69261551
Syria ,Asia ,1987,3116.77,66.97,11242847,8.0445528,.19233942
Syria ,Asia ,1992,3340.54,69.25,13219062,8.1138878,.044395447
Syria ,Asia ,1997,4014.24,71.53,15081016,8.2976036,.064940453
Syria ,Asia ,2002,4090.93,73.05,17155814,8.3165274,.27197456
Syria ,Asia ,2007,4184.55,74.14,19314747,8.3391542,.22526646
Taiwan ,Asia ,1952,1206.95,58.5,8550362,7.0958519,
Taiwan ,Asia ,1957,1507.86,62.4,10164215,7.3184466,
Taiwan ,Asia ,1962,1822.88,65.2,11918938,7.508173,
Taiwan ,Asia ,1967,2643.86,67.5,13648692,7.8799953,.78414345
Taiwan ,Asia ,1972,4062.52,69.39,15226039,8.3095589,.99111223
Taiwan ,Asia ,1977,5596.52,70.59,16785196,8.6299,1.121727
Taiwan ,Asia ,1982,7426.35,72.16,18501390,8.9127893,1.032794
Taiwan ,Asia ,1987,11054.56,73.40000000000001,19757799,9.3105984,1.0010395
Taiwan ,Asia ,1992,15215.66,74.26000000000001,20686918,9.6300802,1.0001802
Taiwan ,Asia ,1997,20206.82,75.25,21628605,9.9137754,1.0009861
Taiwan ,Asia ,2002,23235.42,76.98999999999999,22454239,10.053433,.74283504
Taiwan ,Asia ,2007,28718.28,78.40000000000001,23174294,10.265289,.63520908
Tanzania ,Africa ,1952,716.65,41.22,8322925,6.5745873,
Tanzania ,Africa ,1957,698.54,42.97,9452826,6.5489926,
Tanzania ,Africa ,1962,722,44.25,10863958,6.5820251,
Tanzania ,Africa ,1967,848.22,45.76,12607312,6.7431402,.16855288
Tanzania ,Africa ,1972,915.99,47.62,14706593,6.8200054,.27101278
Tanzania ,Africa ,1977,962.49,49.92,17129565,6.8695235,.28749847
Tanzania ,Africa ,1982,874.24,50.61,19844382,6.773355,.030214787
Tanzania ,Africa ,1987,831.8200000000001,51.54,23040630,6.7236161,-.096389294
Tanzania ,Africa ,1992,825.68,50.44,26605473,6.7162075,-.15331602
Tanzania ,Africa ,1997,789.1900000000001,48.47,30686889,6.6710072,-.10234785
Tanzania ,Africa ,2002,899.0700000000001,49.65,34593779,6.8013611,.077744961
Tanzania ,Africa ,2007,1107.48,52.52,38139640,7.0098424,.29363489
Thailand ,Asia ,1952,757.8,50.85,21289402,6.6304197,
Thailand ,Asia ,1957,793.58,53.63,25041917,6.6765542,
Thailand ,Asia ,1962,1002.2,56.06,29263397,6.9099526,
Thailand ,Asia ,1967,1295.46,58.29,34024249,7.1666212,.53620148
Thailand ,Asia ,1972,1524.36,60.41,39276153,7.32933,.65277576
Thailand ,Asia ,1977,1961.22,62.49,44148285,7.5813222,.67136955
Thailand ,Asia ,1982,2393.22,64.59999999999999,48827160,7.780395,.61377382
Thailand ,Asia ,1987,2982.65,66.08,52910342,8.0005674,.67123747
Thailand ,Asia ,1992,4616.9,67.3,56667095,8.437479,.85615683
Thailand ,Asia ,1997,5852.63,67.52,60216677,8.6746464,.89425135
Thailand ,Asia ,2002,5913.19,68.56,62806748,8.6849403,.6843729
Thailand ,Asia ,2007,7458.4,70.62,65068149,8.9170961,.47961712
Togo ,Africa ,1952,859.8099999999999,38.6,1219113,6.7567115,
Togo ,Africa ,1957,925.91,41.21,1357445,6.8307772,
Togo ,Africa ,1962,1067.53,43.92,1528098,6.973103,
Togo ,Africa ,1967,1477.6,46.77,1735550,7.2981744,.5414629
Togo ,Africa ,1972,1649.66,49.76,2056351,7.4083247,.57754755
Togo ,Africa ,1977,1532.78,52.89,2308582,7.3348384,.36173534
Togo ,Africa ,1982,1344.58,55.47,2644765,7.2038369,-.094337463
Togo ,Africa ,1987,1202.2,56.94,3154264,7.0919085,-.31641626
Togo ,Africa ,1992,1034.3,58.06,3747553,6.9414802,-.39335823
Togo ,Africa ,1997,982.29,58.39,4320890,6.8898864,-.31395054
Togo ,Africa ,2002,886.22,57.56,4977378,6.7869654,-.30494308
Togo ,Africa ,2007,882.97,58.42,5701579,6.7832913,-.15818882
Trinidad and Tobago ,Americas ,1952,3023.27,59.1,662850,8.0140944,
Trinidad and Tobago ,Americas ,1957,4100.39,61.8,764900,8.3188372,
Trinidad and Tobago ,Americas ,1962,4997.52,64.90000000000001,887498,8.5166969,
Trinidad and Tobago ,Americas ,1967,5621.37,65.40000000000001,960155,8.6343307,.6202364
Trinidad and Tobago ,Americas ,1972,6619.55,65.90000000000001,975199,8.7977829,.47894573
Trinidad and Tobago ,Americas ,1977,7899.55,68.3,1039009,8.9745607,.45786381
Trinidad and Tobago ,Americas ,1982,9119.530000000001,68.83,1116479,9.1181736,.48384285
Trinidad and Tobago ,Americas ,1987,7388.6,69.58,1191336,8.9076939,.10991096
Trinidad and Tobago ,Americas ,1992,7370.99,69.86,1183669,8.9053078,-.069252968
Trinidad and Tobago ,Americas ,1997,8792.57,69.47,1138101,9.0816622,-.036511421
Trinidad and Tobago ,Americas ,2002,11460.6,68.98,1101832,9.3466702,.43897629
Trinidad and Tobago ,Americas ,2007,18008.51,69.81999999999999,1056608,9.7985992,.89329147
Tunisia ,Africa ,1952,1468.48,44.6,3647735,7.2919831,
Tunisia ,Africa ,1957,1395.23,47.1,3950849,7.2408147,
Tunisia ,Africa ,1962,1660.3,49.58,4286552,7.4147534,
Tunisia ,Africa ,1967,1932.36,52.05,4786986,7.5664973,.2745142
Tunisia ,Africa ,1972,2753.29,55.6,5303507,7.9205518,.67973709
Tunisia ,Africa ,1977,3120.88,59.84,6005061,8.0458698,.63111639
Tunisia ,Africa ,1982,3560.23,64.05,6734098,8.1775808,.61108351
Tunisia ,Africa ,1987,3810.42,66.89,7724976,8.2454948,.32494307
Tunisia ,Africa ,1992,4332.72,70,8523077,8.373951,.32808113
Tunisia ,Africa ,1997,4876.8,71.97,9231669,8.4922447,.31466389
Tunisia ,Africa ,2002,5722.9,73.04000000000001,9770575,8.6522312,.40673637
Tunisia ,Africa ,2007,7092.92,73.92,10276158,8.8668528,.4929018
Turkey ,Europe ,1952,1969.1,43.59,22235677,7.5853319,
Turkey ,Europe ,1957,2218.75,48.08,25670939,7.704699,
Turkey ,Europe ,1962,2322.87,52.1,29788695,7.7505589,
Turkey ,Europe ,1967,2826.36,54.34,33411317,7.9467449,.361413
Turkey ,Europe ,1972,3450.7,57.01,37492953,8.1463327,.4416337
Turkey ,Europe ,1977,4269.12,59.51,42404033,8.3591633,.60860443
Turkey ,Europe ,1982,4241.36,61.04,47328791,8.3526392,.40589428
Turkey ,Europe ,1987,5089.04,63.11,52881328,8.5348444,.38851166
Turkey ,Europe ,1992,5678.35,66.15000000000001,58179144,8.6444159,.28525257
Turkey ,Europe ,1997,6601.43,68.84,63047647,8.795042,.44240284
Turkey ,Europe ,2002,6508.09,70.84999999999999,67308928,8.7808018,.24595737
Turkey ,Europe ,2007,8458.280000000001,71.78,71158647,9.042901,.39848518
Uganda ,Africa ,1952,734.75,39.98,5824797,6.5995302,
Uganda ,Africa ,1957,774.37,42.57,6675501,6.65205,
Uganda ,Africa ,1962,767.27,45.34,7688797,6.642839,
Uganda ,Africa ,1967,908.92,48.05,8900294,6.8122573,.21272707
Uganda ,Africa ,1972,950.74,51.02,10190285,6.8572407,.20519066
Uganda ,Africa ,1977,843.73,50.35,11457758,6.7378325,.094993591
Uganda ,Africa ,1982,682.27,49.85,12939400,6.5254254,-.28683186
Uganda ,Africa ,1987,617.72,51.51,15283050,6.4260354,-.43120527
Uganda ,Africa ,1992,644.17,48.83,18252190,6.4679627,-.2698698
Uganda ,Africa ,1997,816.5599999999999,44.58,21210254,6.7051005,.1796751
Uganda ,Africa ,2002,927.72,47.81,24739869,6.8327298,.40669441
Uganda ,Africa ,2007,1056.38,51.54,29170398,6.9626031,.49464035
United Kingdom ,Europe ,1952,9979.51,69.18000000000001,50430000,9.2082891,
United Kingdom ,Europe ,1957,11283.18,70.42,51430000,9.331068,
United Kingdom ,Europe ,1962,12477.18,70.76000000000001,53292000,9.4316568,
United Kingdom ,Europe ,1967,14142.85,71.36,54959000,9.5569649,.34867573
United Kingdom ,Europe ,1972,15895.12,72.01000000000001,56079000,9.6737671,.34269905
United Kingdom ,Europe ,1977,17428.75,72.76000000000001,56179000,9.7658768,.33421993
United Kingdom ,Europe ,1982,18232.42,74.04000000000001,56339704,9.810957,.25399208
United Kingdom ,Europe ,1987,21664.79,75.01000000000001,56981620,9.9834433,.30967617
United Kingdom ,Europe ,1992,22705.09,76.42,57866349,10.030344,.26446724
United Kingdom ,Europe ,1997,26074.53,77.22,58808266,10.168715,.35775757
United Kingdom ,Europe ,2002,29479,78.47,59912431,10.291433,.30799007
United Kingdom ,Europe ,2007,33203.26,79.43000000000001,60776238,10.410403,.38005924
United States ,Americas ,1952,13990.48,68.44,157553000,9.5461321,
United States ,Americas ,1957,14847.13,69.48999999999999,171984000,9.6055622,
United States ,Americas ,1962,16173.15,70.20999999999999,186538000,9.6911077,
United States ,Americas ,1967,19530.37,70.76000000000001,198712000,9.8797264,.33359432
United States ,Americas ,1972,21806.04,71.34,209896000,9.9899426,.38438034
United States ,Americas ,1977,24072.63,73.38,220239000,10.088831,.3977232
United States ,Americas ,1982,25009.56,74.65000000000001,232187835,10.127013,.2472868
United States ,Americas ,1987,29884.35,75.02,242803533,10.30509,.3151474
United States ,Americas ,1992,32003.93,76.09,256894189,10.373614,.28478336
United States ,Americas ,1997,35767.43,76.81,272911760,10.484793,.3577795
United States ,Americas ,2002,39097.1,77.31,287675526,10.573804,.26871395
United States ,Americas ,2007,42951.65,78.23999999999999,301139947,10.66783,.29421616
Uruguay ,Americas ,1952,5716.77,66.06999999999999,2252965,8.6511593,
Uruguay ,Americas ,1957,6150.77,67.04000000000001,2424959,8.7243328,
Uruguay ,Americas ,1962,5603.36,68.25,2598466,8.6311216,
Uruguay ,Americas ,1967,5444.62,68.47,2748579,8.6023836,-.048775673
Uruguay ,Americas ,1972,5703.41,68.67,2829526,8.6488199,-.075512886
Uruguay ,Americas ,1977,6504.34,69.48,2873520,8.7802248,.14910316
Uruguay ,Americas ,1982,6920.22,70.81,2953997,8.8422031,.23981953
Uruguay ,Americas ,1987,7452.4,71.92,3045153,8.9162912,.26747131
Uruguay ,Americas ,1992,8137,72.75,3149262,9.0041771,.22395229
Uruguay ,Americas ,1997,9230.24,74.22,3262838,9.1302404,.2880373
Uruguay ,Americas ,2002,7727,75.31,3363085,8.9524755,.036184311
Uruguay ,Americas ,2007,10611.46,76.38,3447496,9.2696896,.26551247
Venezuela ,Americas ,1952,7689.8,55.09,5439568,8.94765,
Venezuela ,Americas ,1957,9802.469999999999,57.91,6702668,9.1903896,
Venezuela ,Americas ,1962,8422.969999999999,60.77,8143375,9.0387182,
Venezuela ,Americas ,1967,9541.469999999999,63.48,9709552,9.1634026,.2157526
Venezuela ,Americas ,1972,10505.26,65.70999999999999,11515649,9.2596312,.069241524
Venezuela ,Americas ,1977,13143.95,67.45999999999999,13503563,9.483717,.44499874
Venezuela ,Americas ,1982,11152.41,68.56,15620766,9.3194113,.15600872
Venezuela ,Americas ,1987,9883.58,70.19,17910182,9.1986303,-.061000824
Venezuela ,Americas ,1992,10733.93,71.15000000000001,20265563,9.2811651,-.20255184
Venezuela ,Americas ,1997,10165.5,72.15000000000001,22374398,9.2267551,-.092656136
Venezuela ,Americas ,2002,8605.049999999999,72.77,24287670,9.0601044,-.13852596
Venezuela ,Americas ,2007,11415.81,73.75,26084662,9.3427544,.061589241
Vietnam ,Asia ,1952,605.0700000000001,40.41,26246839,6.405344,
Vietnam ,Asia ,1957,676.29,42.89,28998543,6.5166221,
Vietnam ,Asia ,1962,772.05,45.36,33796140,6.6490493,
Vietnam ,Asia ,1967,637.12,47.84,39463910,6.4569578,.051613808
Vietnam ,Asia ,1972,699.5,50.25,44655014,6.5503659,.033743858
Vietnam ,Asia ,1977,713.54,55.76,50533506,6.5702386,-.078810692
Vietnam ,Asia ,1982,707.24,58.82,56142181,6.5613699,.10441208
Vietnam ,Asia ,1987,820.8,62.82,62826491,6.7102795,.15991354
Vietnam ,Asia ,1992,989.02,67.66,69940728,6.8967147,.3264761
Vietnam ,Asia ,1997,1385.9,70.67,76048996,7.2341051,.67273521
Vietnam ,Asia ,2002,1764.46,73.02,80908147,7.4755998,.7653203
Vietnam ,Asia ,2007,2441.58,74.25,85262356,7.8004007,.90368605
West Bank and Gaza ,Asia ,1952,1515.59,43.16,1030585,7.3235602,
West Bank and Gaza ,Asia ,1957,1827.07,45.67,1070439,7.510469,
West Bank and Gaza ,Asia ,1962,2198.96,48.13,1133134,7.6957397,
West Bank and Gaza ,Asia ,1967,2649.72,51.63,1142636,7.8822093,.55864906
West Bank and Gaza ,Asia ,1972,3133.41,56.53,1089572,8.0498772,.53940821
West Bank and Gaza ,Asia ,1977,3682.83,60.77,1261091,8.2114372,.51569748
West Bank and Gaza ,Asia ,1982,4336.03,64.41,1425876,8.3747149,.49250555
West Bank and Gaza ,Asia ,1987,5107.2,67.05,1691210,8.5384064,.48852921
West Bank and Gaza ,Asia ,1992,6017.65,69.72,2104779,8.7024517,.49101448
West Bank and Gaza ,Asia ,1997,7110.67,71.09999999999999,2826046,8.8693514,.49463654
West Bank and Gaza ,Asia ,2002,4515.49,72.37,3389578,8.4152689,-.12313747
West Bank and Gaza ,Asia ,2007,3025.35,73.42,4018332,8.014782,-.68766975
"Yemen, Rep. ",Asia ,1952,781.72,32.55,4963829,6.6614966,
"Yemen, Rep. ",Asia ,1957,804.83,33.97,5498090,6.6906309,
"Yemen, Rep. ",Asia ,1962,825.62,35.18,6120081,6.7161345,
"Yemen, Rep. ",Asia ,1967,862.4400000000001,36.98,6740785,6.7597656,.098268986
"Yemen, Rep. ",Asia ,1972,1265.05,39.85,7407075,7.1428671,.45223618
"Yemen, Rep. ",Asia ,1977,1829.77,44.18,8403990,7.5119457,.79581118
"Yemen, Rep. ",Asia ,1982,1977.56,49.11,9657618,7.5896192,.82985353
"Yemen, Rep. ",Asia ,1987,1971.74,52.92,11219340,7.5866718,.44380474
"Yemen, Rep. ",Asia ,1992,1879.5,55.6,13367997,7.5387611,.026815414
"Yemen, Rep. ",Asia ,1997,2117.48,58.02,15826497,7.6579819,.068362713
"Yemen, Rep. ",Asia ,2002,2234.82,60.31,18701257,7.711916,.12524414
"Yemen, Rep. ",Asia ,2007,2280.77,62.7,22211743,7.7322683,.19350719
Zambia ,Africa ,1952,1147.39,42.04,2672000,7.0452452,
Zambia ,Africa ,1957,1311.96,44.08,3016000,7.1792774,
Zambia ,Africa ,1962,1452.73,46.02,3421000,7.2811999,
Zambia ,Africa ,1967,1777.08,47.77,3900000,7.4827271,.43748188
Zambia ,Africa ,1972,1773.5,50.11,4506497,7.4807105,.30143309
Zambia ,Africa ,1977,1588.69,51.39,5216550,7.3706651,.089465141
Zambia ,Africa ,1982,1408.68,51.82,6100407,7.2504082,-.23231888
Zambia ,Africa ,1987,1213.32,50.82,7272406,7.1011157,-.3795948
Zambia ,Africa ,1992,1210.88,46.1,8381163,7.0991025,-.27156258
Zambia ,Africa ,1997,1071.35,40.24,9417789,6.976675,-.27373314
Zambia ,Africa ,2002,1071.61,39.19,10595811,6.9769173,-.12419844
Zambia ,Africa ,2007,1271.21,42.38,11746035,7.1477246,.048622131
Zimbabwe ,Africa ,1952,406.88,48.45,3080907,6.0085182,
Zimbabwe ,Africa ,1957,518.76,50.47,3646340,6.2514415,
Zimbabwe ,Africa ,1962,527.27,52.36,4277736,6.2677126,
Zimbabwe ,Africa ,1967,569.8,54,4995432,6.3452854,.3367672
Zimbabwe ,Africa ,1972,799.36,55.64,5861135,6.6838112,.43236971
Zimbabwe ,Africa ,1977,685.59,57.67,6642107,6.5302796,.26256704
Zimbabwe ,Africa ,1982,788.86,60.36,7636524,6.670589,.32530355
Zimbabwe ,Africa ,1987,706.16,62.35,9216418,6.5598416,-.12396955
Zimbabwe ,Africa ,1992,693.42,60.38,10704340,6.541636,.011356354
Zimbabwe ,Africa ,1997,792.45,46.81,11404948,6.6751294,.0045404434
Zimbabwe ,Africa ,2002,672.04,39.99,11926563,6.5103178,-.04952383
Zimbabwe ,Africa ,2007,469.71,43.49,12311143,6.1521153,-.38952065
