Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Estimates Start After
Belgium,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","12,576.89","10,407.71","9,165.63","8,659.81","8,278.14","8,604.39","11,930.21","14,799.17","16,072.11","16,162.97","20,198.05","20,648.67","22,917.30","21,810.45","23,717.56","28,572.83","27,693.83","25,019.55","25,528.22","25,456.60","23,247.36","23,150.27","25,151.44","30,821.41","35,680.28","37,107.35","39,106.10","44,684.43","48,988.69","45,295.43","44,770.46","48,053.27","44,977.95","47,030.98","47,682.13",2014
Belgium,Output gap in percent of potential GDP,Percent of potential GDP,,"See notes for:  Gross domestic product, constant prices (National currency).",3.497,0.538,-0.553,-2.044,-1.384,-1.649,-1.828,-1.556,1.004,1.961,2.425,1.559,0.725,-2.265,-1.066,-0.751,-1.562,-0.257,-0.64,0.643,1.901,0.576,0.068,-0.914,0.596,0.663,1.636,2.985,2.441,-1.516,-0.232,0.338,-0.645,-1.447,-1.429,2014
Belgium,Gross domestic product based on purchasing-power-parity (PPP) valuation of country GDP,Current international dollar,Billions,"See notes for:  Gross domestic product, current prices (National currency).",108.18,117.951,126.015,131.397,139.416,146.254,151.923,159.394,172.766,185.71,198.621,208.994,217.031,220.057,231.993,242.479,250.734,264.574,272.81,287.278,304.247,314.057,323.851,333.247,354.171,372.49,394.035,416.657,428.88,420.821,436.617,452.839,461.612,470.502,483.331,2014
Belgium,Gross domestic product based on purchasing-power-parity (PPP) per capita GDP,Current international dollar,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","10,977.08","11,958.49","12,787.41","13,329.00","14,149.61","14,836.54","15,409.71","16,157.93","17,493.99","18,706.46","19,966.40","20,926.70","21,655.46","21,856.35","22,968.15","23,935.36","24,719.82","26,014.55","26,766.42","28,126.63","29,714.23","30,599.69","31,412.16","32,179.63","34,066.65","35,659.17","37,486.52","39,364.71","40,206.74","39,134.90","40,278.67","41,164.82","41,605.93","42,153.49","43,139.15",2014
Belgium,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.833,0.813,0.813,0.795,0.778,0.761,0.751,0.741,0.743,0.741,0.739,0.736,0.672,0.652,0.654,0.645,0.631,0.628,0.626,0.627,0.619,0.61,0.602,0.584,0.573,0.557,0.542,0.529,0.519,0.507,0.493,0.482,0.468,0.454,0.444,2011
Belgium,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",0.829,0.797,0.808,0.821,0.836,0.847,0.854,0.846,0.836,0.843,0.836,0.832,0.841,0.855,0.854,0.871,0.86,0.852,0.857,0.848,0.847,0.845,0.848,0.847,0.842,0.835,0.831,0.828,0.828,0.831,0.838,0.839,0.841,0.84,0.832,2014
Belgium,Total investment,Percent of GDP,,"Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series. Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010. ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series. Primary domestic currency: Euro Data last updated: 09/2015",27.392,23.32,22.288,19.44,20.431,19.658,19.25,20.311,22.599,24.332,25.207,23.639,23.379,22.686,22.724,21.873,21.794,22.378,22.645,22.792,23.938,22.684,20.704,20.952,22.6,23.686,24.166,24.651,26.005,21.961,23.17,24.218,23.491,22.615,21.967,2014
Belgium,Gross national savings,Percent of GDP,,"Source: Central Bank. Data before 1995 were spliced with older series. Data from 1995 reflect current official series. Latest actual data: 2014 National accounts manual used: European System of Accounts (ESA) 2010. ESA 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2012 Chain-weighted: Yes, from 1995. Data before 1995 are spliced with older series. Primary domestic currency: Euro Data last updated: 09/2015",19.761,17.351,16.534,16.244,17.451,17.532,18.647,19.602,22.101,23.385,23.557,22.65,22.968,24.316,25.531,25.672,25.104,26.069,25.956,28.709,26.078,24.039,25.182,24.332,25.68,25.673,26.001,26.14,25.009,20.888,24.931,23.148,22.764,22.386,23.582,2014
Belgium,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,47.908,51.562,56.06,60.356,64.187,67.311,68.183,69.243,70.048,72.223,74.717,77.083,78.825,80.783,82.717,83.767,85.254,86.531,87.32,88.307,90.672,92.882,94.324,95.747,97.528,99.999,102.334,104.192,108.872,108.862,111.401,115.138,118.16,119.573,120.223,2014
Belgium,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",6.656,7.626,8.723,7.663,6.348,4.868,1.296,1.554,1.162,3.105,3.453,3.167,2.259,2.484,2.393,1.269,1.776,1.497,0.912,1.13,2.678,2.437,1.553,1.508,1.86,2.534,2.335,1.815,4.492,-0.009,2.332,3.355,2.624,1.196,0.544,2014
Belgium,"Inflation, end of period consumer prices",Index,,Source: Central Bank Latest actual data: 2014 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Euro Data last updated: 09/2015,49.462,53.49,57.821,61.961,65.275,67.9,68.299,69.288,70.621,73.164,75.721,77.83,79.53,81.49,83.11,84.13,85.93,86.69,87.29,89.08,91.72,93.51,94.71,96.33,98.2,100.93,103.03,106.23,109.11,109.46,113.16,116.77,119.2,120.59,120.13,2014
Belgium,"Inflation, end of period consumer prices",Percent change,,"See notes for:  Inflation, end of period consumer prices (Index).",8.755,8.145,8.097,7.159,5.348,4.023,0.587,1.448,1.923,3.601,3.495,2.785,2.184,2.464,1.988,1.227,2.14,0.884,0.692,2.051,2.964,1.952,1.283,1.71,1.941,2.78,2.081,3.106,2.711,0.321,3.38,3.19,2.081,1.166,-0.381,2014
Belgium,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",-1.5,-1.734,1.872,-0.968,6.161,0.553,3.899,6.837,10.74,10.041,4.837,2.807,3.146,0.54,7.353,9.572,4.221,8.908,5.561,2.681,12.157,1.409,7.384,0.269,7.357,4.937,4.501,5.843,-1.697,-12.168,6.687,5.218,-1.37,0.265,2.699,2014
Belgium,Volume of Imports of goods,Percent change,,"Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",2.8,-3.189,2.32,-1.248,6.732,1,4.841,6.232,9.715,8.711,6.227,2.148,4.585,0.5,8,8.4,4.221,8.908,5.561,2.681,12.157,1.409,7.384,0.269,7.357,4.937,4.501,5.843,-1.697,-12.168,6.687,5.218,-1.37,0.265,2.699,2014
Belgium,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",1.3,3.578,3.555,3.859,5.595,0.228,2.288,4.561,10.295,8.776,4.579,2.789,2.379,0.887,8.998,5.524,3.717,9.994,4.759,4.486,11.807,2.134,7.974,0.068,7.478,3.866,4.7,5.001,-2.141,-10.965,8.385,4.252,-0.976,2.245,1.998,2014
Belgium,Volume of exports of goods,Percent change,,"Source: Central Bank Latest actual data: 2014 Base year: 2010 Methodology used to derive volumes: Weighted average of volume changes Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 09/2015",-0.3,1.679,3.023,2.362,7.516,0.3,2.382,3.9,9.739,7.832,4.744,2.288,4.262,11.5,8.3,8.9,3.717,9.994,4.759,4.486,11.807,2.134,7.974,0.068,7.478,3.866,4.7,5.001,-2.141,-10.965,8.385,4.252,-0.976,2.245,1.998,2014
Belgium,Unemployment rate,Percent of total labor force,,Source: Central Bank Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015,8.3,10,11.5,10.75,10.8,10.117,10.058,9.817,8.825,7.392,6.55,6.442,7.092,8.625,9.758,9.692,9.55,9.225,9.342,8.442,6.942,6.708,7.617,8.175,8.325,8.408,8.208,7.5,7.092,7.867,8.25,7.217,7.642,8.4,8.492,2014
Belgium,Employment,Persons,Millions,Source: Central Bank Latest actual data: 2014 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 09/2015,3.795,3.747,3.698,3.651,3.648,3.666,3.69,3.718,3.79,3.848,3.89,3.902,3.896,3.871,3.856,3.936,3.945,3.972,4.041,4.095,4.178,4.236,4.229,4.23,4.272,4.333,4.383,4.456,4.535,4.527,4.558,4.621,4.634,4.622,4.639,2014
Belgium,Population,Persons,Millions,Source: Central Bank Latest actual data: 2014 Primary domestic currency: Euro Data last updated: 09/2015,9.855,9.863,9.855,9.858,9.853,9.858,9.859,9.865,9.876,9.928,9.948,9.987,10.022,10.068,10.101,10.131,10.143,10.17,10.192,10.214,10.239,10.263,10.31,10.356,10.396,10.446,10.511,10.585,10.667,10.753,10.84,11.001,11.095,11.162,11.204,2014
Belgium,General government revenue,National currency,Billions,"Source: Central Bank Latest actual data: 2014 Fiscal assumptions: Projections reflect the authorities' 2015 budget (updated for new developments) and the 2015-18 stability program objectives, adjusted for differences in the IMF staff?s macroeconomic framework. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. ESA 2010 data definitions Basis of recording: Accrual General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015",41.917,44.525,49.457,52.822,57.759,61.53,63.484,66.39,69.104,71.969,77.648,82.336,85.628,91.64,96.623,100.429,104.152,109.873,115.172,119.709,125.162,129.816,134.749,136.609,143.813,150.203,156.895,164.31,171.671,166.946,176.852,187.38,196.667,203.719,205.527,2014
Belgium,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,46.722,47.335,48.59,48.984,49.577,49.658,48.949,49.206,47.87,45.977,46.781,47.35,46.895,48.729,48.752,47.531,48.329,48.76,49.263,49.117,48.587,48.933,49.077,48.399,48.202,48.273,47.926,47.617,48.349,47.739,48.354,49.322,50.665,51.543,51.123,2014
Belgium,General government total expenditure,National currency,Billions,"Source: Central Bank Latest actual data: 2014 Fiscal assumptions: Projections reflect the authorities' 2015 budget (updated for new developments) and the 2015-18 stability program objectives, adjusted for differences in the IMF staff?s macroeconomic framework. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. ESA 2010 data definitions Basis of recording: Accrual General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015",50.535,59.404,62.279,68.814,70.646,74.238,76.642,77.22,79.791,84.041,89.097,95.497,100.796,105.94,106.957,109.821,112.666,115.062,117.479,121.061,125.392,129.382,134.593,141.551,144.383,158.316,156.079,164.153,175.53,186.055,191.395,202.926,212.74,215.253,218.585,2014
Belgium,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,56.328,63.153,61.187,63.815,60.639,59.915,59.095,57.233,55.273,53.689,53.679,54.919,55.202,56.333,53.966,51.976,52.28,51.063,50.25,49.672,48.676,48.77,49.02,50.15,48.393,50.881,47.677,47.571,49.436,53.204,52.33,53.414,54.806,54.461,54.371,2014
Belgium,General government net lending/borrowing,National currency,Billions,"Source: Central Bank Latest actual data: 2014 Fiscal assumptions: Projections reflect the authorities' 2015 budget (updated for new developments) and the 2015-18 stability program objectives, adjusted for differences in the IMF staff?s macroeconomic framework. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. ESA 2010 data definitions Basis of recording: Accrual General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015",-8.619,-14.879,-12.822,-15.993,-12.887,-12.709,-13.158,-10.83,-10.688,-12.072,-11.449,-13.161,-15.168,-14.3,-10.334,-9.392,-8.514,-5.189,-2.307,-1.352,-0.23,0.434,0.156,-4.942,-0.57,-8.113,0.816,0.157,-3.859,-19.109,-14.543,-15.546,-16.073,-11.534,-13.058,2014
Belgium,General government net lending/borrowing,Percent of GDP,,See notes for:  General government net lending/borrowing (National currency).,-9.607,-15.818,-12.597,-14.831,-11.061,-10.257,-10.145,-8.027,-7.403,-7.712,-6.898,-7.568,-8.307,-7.604,-5.214,-4.445,-3.951,-2.303,-0.987,-0.555,-0.089,0.164,0.057,-1.751,-0.191,-2.607,0.249,0.045,-1.087,-5.464,-3.976,-4.092,-4.141,-2.918,-3.248,2014
Belgium,General government structural balance,National currency,Billions,"Source: Central Bank Latest actual data: 2014 Fiscal assumptions: Projections reflect the authorities' 2015 budget (updated for new developments) and the 2015-18 stability program objectives, adjusted for differences in the IMF staff?s macroeconomic framework. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. ESA 2010 data definitions Basis of recording: Accrual General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015",0,-14.426,-12.337,-15.77,-12.598,-12.432,-12.837,-10.42,-10.38,-11.917,-13.69,-15.189,-16.454,-12.478,-9.236,-8.703,-7.004,-4.93,-1.624,-2.054,-2.359,-0.241,0.072,-3.202,-3.711,-2.352,-3.826,-3.689,-7.186,-15.118,-14.263,-15.346,-13.535,-11.375,-11.784,2014
Belgium,General government structural balance,Percent of potential GDP,,See notes for:  General government structural balance (National currency).,0,-15.454,-12.053,-14.327,-10.654,-9.857,-9.709,-7.596,-7.245,-7.748,-8.436,-8.877,-9.075,-6.488,-4.611,-4.088,-3.199,-2.182,-0.69,-0.848,-0.933,-0.091,0.026,-1.124,-1.251,-0.761,-1.188,-1.101,-2.073,-4.258,-3.891,-4.053,-3.464,-2.836,-2.889,2014
Belgium,General government primary net lending/borrowing,National currency,Billions,"Source: Central Bank Latest actual data: 2014 Fiscal assumptions: Projections reflect the authorities' 2015 budget (updated for new developments) and the 2015-18 stability program objectives, adjusted for differences in the IMF staff?s macroeconomic framework. Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 2001. ESA 2010 data definitions Basis of recording: Accrual General government includes: Central Government;State Government;Local Government;Social Security Funds;Other; Valuation of public debt: Face value Primary domestic currency: Euro Data last updated: 09/2015",-3.403,-7.771,-4.127,-6.302,-2.262,-0.789,-0.265,2.091,2.905,4.62,6.858,5.335,3.811,5.05,7.106,8.047,8.449,11.068,13.83,14.223,15.703,16.192,14.685,8.841,12.599,4.291,12.918,12.404,8.425,-7.354,-2.886,-3.659,-3.832,-0.086,-1.617,2014
Belgium,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-3.793,-8.262,-4.055,-5.844,-1.942,-0.636,-0.204,1.55,2.012,2.951,4.132,3.068,2.087,2.685,3.585,3.808,3.92,4.912,5.916,5.836,6.096,6.104,5.348,3.132,4.223,1.379,3.946,3.594,2.373,-2.103,-0.789,-0.963,-0.987,-0.022,-0.402,2014
